,Date,MUCAPE,DCAPE,LCL,LFC,PW,7-5LR,MeanRH,MeanMixR,SfcT,SfcTd,DD,FZL_AGL,WC,0-6km Shear Dir,0-6km Shear Mag,MW Dir,MW Mag,C Up Dir,C Up Mag,C Dn Dir,C Dn Mag,SM Dir,SM Mag,4-6km dir,4-6km mag,deterministicRRA,probabilisticRRA,Year,Month,Basins,Flood,Result
0,05/01/2011,115.42,498.74,2931.6,-999.0,0.55,9.21,24.63,1.53,12.63,-13.03,24.21,1234.2,0.0,325.84,35.24,0.31,21.17,299.27,9.76,338.79,33.23,30.31,15.88,297.72,21.39,,,2011.0,5.0,0.0,No Flooding,0.0
1,05/02/2011,0.0,180.69,6212.86,-999.0,0.52,6.01,20.56,1.45,15.12,-13.9,26.44,1541.65,0.0,314.24,33.92,319.1,13.75,334.12,22.74,328.31,43.16,349.1,10.31,300.13,17.67,,,2011.0,5.0,0.0,No Flooding,0.0
2,05/03/2011,0.0,237.27,4501.96,-999.0,0.71,7.36,11.02,1.72,22.47,-11.0,29.64,2349.43,0.0,289.82,41.49,271.06,23.7,288.79,13.1,278.28,42.16,301.06,17.78,265.98,23.45,,,2011.0,5.0,0.0,No Flooding,0.0
3,05/04/2011,8.79,172.26,3335.21,-999.0,0.99,7.96,23.29,3.24,23.25,-4.97,24.21,2544.63,0.0,294.68,34.34,333.4,11.01,274.51,23.06,292.95,36.34,3.4,8.26,278.28,23.28,,,2011.0,5.0,0.0,No Flooding,0.0
4,05/05/2011,0.0,179.11,4144.23,-999.0,0.88,7.9,15.7,2.67,24.12,-6.59,26.91,2737.81,0.0,295.02,16.6,285.03,8.85,264.31,5.77,279.6,17.17,315.03,6.64,301.44,6.64,,,2011.0,5.0,0.0,No Flooding,0.0
5,05/06/2011,0.0,648.61,4178.93,-999.0,0.95,8.6,12.67,2.61,27.75,-6.66,29.4,2854.13,0.0,305.92,12.34,270.58,19.34,127.98,1.24,270.11,16.86,300.58,14.5,229.79,8.76,,,2011.0,5.0,0.0,No Flooding,0.0
6,05/07/2011,0.82,1077.94,4193.44,-999.0,0.73,8.57,13.24,2.31,27.71,-8.4,31.86,2820.61,0.0,225.91,18.63,231.55,20.98,136.7,6.01,217.97,22.46,261.55,15.74,172.68,14.69,,,2011.0,5.0,0.0,No Flooding,0.0
7,05/08/2011,0.0,681.34,2937.96,-999.0,1.23,7.99,26.43,3.79,24.4,-2.19,22.73,2431.45,0.0,230.45,43.89,225.82,38.06,239.4,11.24,228.49,55.22,255.82,28.54,194.77,23.18,,,2011.0,5.0,0.0,No Flooding,0.0
8,05/09/2011,239.47,228.51,1697.62,-999.0,1.15,7.74,47.32,3.91,14.36,-0.77,13.71,1463.65,0.0,212.93,20.55,225.66,14.25,200.94,14.9,218.34,37.41,255.66,10.69,202.61,6.54,,,,,,,
9,05/10/2011,128.76,343.3,2004.58,2062.76,1.09,8.03,44.35,3.37,13.41,-2.78,15.42,1347.83,0.0,3.54,29.93,331.87,10.99,25.07,9.95,359.2,20.85,1.87,8.24,333.37,13.31,,,2011.0,5.0,0.0,No Flooding,0.0
10,05/11/2011,138.86,310.88,1727.68,1727.68,1.34,7.19,55.16,4.76,17.65,1.28,13.96,1795.39,0.0,339.39,29.74,317.85,21.44,6.61,6.59,332.19,31.03,347.85,16.08,306.03,18.55,,,2011.0,5.0,0.0,No Flooding,0.0
11,05/12/2011,69.87,495.52,2303.45,-999.0,1.5,6.76,36.86,4.54,23.66,1.03,18.61,2441.76,0.0,263.11,13.85,342.47,8.94,230.91,5.15,291.98,10.08,12.47,6.71,290.02,6.07,,,2011.0,5.0,0.0,No Flooding,0.0
12,05/13/2011,17.3,247.67,2954.53,-999.0,1.15,7.85,26.36,3.68,25.17,-1.36,24.0,2655.73,0.0,210.41,22.0,159.18,7.89,203.03,16.47,192.45,26.93,189.18,5.92,190.21,13.42,,,2011.0,5.0,0.0,No Flooding,0.0
13,05/14/2011,50.82,168.76,3281.79,-999.0,1.39,8.88,22.22,3.46,23.97,-1.75,19.89,2626.85,0.0,246.35,30.6,235.28,13.42,217.67,9.52,232.65,26.25,265.28,10.06,195.77,16.58,,,2011.0,5.0,0.0,No Flooding,0.0
14,05/15/2011,0.0,877.87,3338.64,-999.0,0.97,7.02,22.1,3.29,24.86,-3.82,24.92,2512.51,0.0,233.77,40.38,217.57,36.66,224.26,12.5,221.79,54.71,247.57,27.5,202.54,24.98,,,2011.0,5.0,0.0,No Flooding,0.0
15,05/16/2011,0.0,520.28,2422.35,-999.0,1.26,6.67,36.72,3.94,21.11,-1.42,19.66,2147.08,0.0,224.43,65.03,218.68,32.57,214.96,31.74,219.02,70.58,248.68,24.43,210.36,35.83,,,2011.0,5.0,0.0,No Flooding,0.0
16,05/17/2011,6.77,123.72,2488.82,-999.0,1.29,6.47,40.61,3.88,17.68,-1.78,16.19,1759.75,0.0,266.74,58.07,254.55,32.43,266.25,19.23,260.6,60.9,284.55,24.33,253.93,35.16,,,2011.0,5.0,0.0,No Flooding,0.0
17,05/18/2011,170.98,150.09,1328.04,-999.0,1.28,6.95,62.26,4.38,11.76,0.01,10.37,1176.23,0.0,222.34,23.53,261.47,16.38,248.57,7.05,254.01,26.7,291.47,12.28,213.01,20.2,,,2011.0,5.0,0.0,No Flooding,0.0
18,05/19/2011,56.57,186.35,1439.6,-999.0,1.35,7.06,56.56,4.5,14.16,0.98,11.36,1453.08,80.91,352.1,33.76,306.27,21.07,10.71,13.05,333.62,33.33,336.27,15.8,316.73,13.22,,,,,,,
19,05/20/2011,215.76,444.98,2034.64,2078.21,1.46,7.51,46.24,4.85,18.14,1.42,16.41,1882.74,0.0,317.79,53.94,316.18,22.85,316.09,20.61,316.64,54.2,346.18,17.14,298.4,22.07,,,,,,,
20,05/21/2011,0.0,209.36,3135.34,-999.0,1.41,7.22,24.6,3.65,23.14,-2.2,24.04,2358.86,0.0,262.68,15.87,267.58,14.21,232.56,5.8,254.24,20.06,297.58,10.66,248.54,13.62,,,2011.0,5.0,0.0,No Flooding,0.0
21,05/22/2011,221.07,783.27,2819.02,3171.37,1.46,8.31,28.23,4.33,24.14,0.33,21.41,2491.84,0.0,228.41,20.56,219.55,13.33,191.09,11.12,206.71,25.4,249.55,10.0,193.44,19.93,,,2011.0,5.0,0.0,No Flooding,0.0
22,05/23/2011,235.02,929.81,3012.9,3012.9,1.24,8.81,27.39,4.0,23.34,-1.35,23.54,2330.5,0.0,207.52,27.01,229.02,16.56,172.37,10.31,209.47,28.16,259.02,12.42,179.74,18.63,,,2011.0,5.0,0.0,No Flooding,0.0
23,05/24/2011,135.91,613.53,2470.19,2687.3,1.35,6.97,35.15,4.21,19.73,-0.59,17.83,2038.62,0.0,276.45,53.26,291.85,31.18,274.06,21.94,285.13,59.41,321.85,23.38,278.0,35.04,,,2011.0,5.0,0.0,No Flooding,0.0
24,05/25/2011,0.0,466.51,3493.54,-999.0,1.08,6.64,31.12,3.77,25.16,-1.13,21.67,2800.03,0.0,267.81,40.39,245.46,19.15,265.11,16.74,256.33,40.42,275.46,14.36,249.18,19.98,,,2011.0,5.0,0.0,No Flooding,0.0
25,05/26/2011,0.0,658.81,3403.9,-999.0,1.17,6.23,21.76,3.57,26.22,-2.69,25.78,2951.07,0.0,288.14,47.99,274.83,32.11,284.13,17.34,279.93,56.69,304.83,24.09,262.25,26.78,,,2011.0,5.0,0.0,No Flooding,0.0
26,05/27/2011,0.0,255.29,4093.22,-999.0,1.29,6.72,21.46,3.69,28.2,-2.28,27.75,3212.38,0.0,270.73,47.38,265.8,33.0,259.1,16.37,263.66,55.18,295.8,24.75,250.84,27.57,,,2011.0,5.0,0.0,No Flooding,0.0
27,05/28/2011,0.0,941.25,3122.65,-999.0,1.36,6.91,24.78,4.6,27.89,0.49,23.65,3031.68,0.0,253.94,43.36,238.42,39.86,267.32,14.51,247.93,57.37,268.42,29.9,227.89,27.32,,,2011.0,5.0,0.0,No Flooding,0.0
28,05/29/2011,17.63,74.45,2177.94,-999.0,1.45,5.34,57.87,4.99,19.8,1.52,10.63,1948.45,0.0,209.08,84.35,220.19,45.25,191.58,38.97,207.73,91.43,250.19,33.94,192.48,51.94,,,2011.0,5.0,0.0,No Flooding,0.0
29,05/30/2011,44.58,462.51,2564.35,-999.0,0.9,7.29,33.67,3.02,18.67,-4.92,20.96,1856.11,0.0,273.89,54.48,276.67,22.31,278.86,21.56,277.65,54.39,306.67,16.73,263.27,29.63,,,2011.0,5.0,0.0,No Flooding,0.0
30,05/31/2011,0.0,275.61,5107.93,-999.0,0.81,7.07,16.45,2.22,27.29,-8.29,30.03,2966.92,0.0,226.51,31.99,211.05,24.42,214.84,11.09,216.25,40.92,241.05,18.31,217.17,15.91,,,2011.0,5.0,0.0,No Flooding,0.0
31,06/01/2011,0.0,594.22,4229.08,-999.0,1.3,8.21,13.99,3.17,28.79,-4.34,32.34,3251.66,0.0,205.41,77.87,210.46,42.83,197.8,31.93,205.93,82.54,240.46,32.12,188.04,47.43,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
32,06/02/2011,0.0,241.57,3851.8,-999.0,0.71,7.54,15.6,2.14,23.94,-9.2,31.64,2456.07,0.0,215.45,61.24,228.26,30.74,197.97,30.23,214.66,68.12,258.26,23.06,201.93,36.85,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
33,06/03/2011,0.0,266.99,5058.46,-999.0,0.58,7.4,10.64,1.52,24.7,-13.6,33.32,2585.11,0.0,225.83,33.85,208.05,16.81,207.43,13.17,211.79,34.03,238.05,12.6,204.81,16.7,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
34,06/04/2011,0.0,958.61,5442.21,-999.0,0.67,7.32,7.95,1.62,29.14,-12.33,36.37,3082.4,0.0,201.97,25.45,205.67,24.45,155.88,4.84,195.58,28.29,235.67,18.34,176.69,18.22,,,2011.0,6.0,0.0,No Flooding,0.0
35,06/05/2011,0.0,470.69,4529.48,-999.0,1.06,8.47,12.37,2.9,31.82,-5.09,32.33,3293.52,0.0,194.37,28.59,206.69,25.23,146.48,10.56,190.5,34.67,236.69,18.92,168.71,21.34,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
36,06/06/2011,0.0,908.93,3709.3,-999.0,0.99,6.38,18.96,3.18,26.71,-4.26,25.93,2733.03,0.0,234.42,44.59,239.59,32.13,229.0,15.42,237.01,53.73,269.59,24.09,219.44,26.6,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
37,06/07/2011,0.0,658.31,4587.57,-999.0,0.8,6.91,14.71,2.22,26.63,-8.51,31.15,2930.52,0.0,228.71,33.98,226.04,22.66,204.76,12.32,219.76,39.38,256.04,16.99,207.06,25.59,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
38,06/08/2011,0.0,708.38,4136.41,-999.0,0.91,7.99,13.97,2.66,26.96,-6.61,29.44,2768.11,0.0,211.19,28.32,231.51,21.89,166.93,13.06,211.97,32.53,261.51,16.42,188.59,26.17,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
39,06/09/2011,0.0,309.35,3942.74,-999.0,1.03,7.49,16.14,3.1,28.29,-4.49,30.67,2881.05,0.0,264.85,8.54,270.64,10.15,169.68,5.79,240.8,12.05,300.64,7.62,223.59,7.82,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
40,06/10/2011,0.67,586.59,3342.29,-999.0,1.18,8.3,20.46,3.42,28.41,-2.0,27.14,3085.8,0.0,217.54,21.16,213.28,13.28,229.04,10.51,219.03,28.7,243.28,9.96,182.04,7.79,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
41,06/11/2011,0.0,1101.04,4286.79,-999.0,0.77,8.04,13.1,2.67,29.05,-6.61,34.04,3006.45,0.0,252.07,15.75,222.74,20.18,20.75,2.88,228.95,19.03,252.74,15.14,179.28,9.93,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
42,06/12/2011,0.0,1224.32,4213.05,-999.0,1.06,8.06,13.22,2.58,28.0,-7.08,31.22,2931.54,0.0,227.78,26.32,229.53,19.71,193.52,16.35,214.9,37.49,259.53,14.78,202.89,17.92,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
43,06/13/2011,0.0,858.61,3994.86,-999.0,1.25,8.4,15.67,3.36,29.08,-3.13,27.77,2992.81,0.0,303.81,22.7,265.24,17.89,333.31,3.76,283.67,22.41,295.24,13.42,232.71,10.4,0.0,0.125,,,,,
44,06/14/2011,0.0,1245.49,3483.21,-999.0,1.33,7.5,22.36,4.45,31.23,0.21,28.33,3213.05,0.0,316.01,19.2,310.09,13.36,299.83,4.31,307.52,21.14,340.09,10.02,316.57,13.76,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
45,06/15/2011,216.75,1233.59,3884.95,-999.0,1.27,8.74,16.55,3.8,33.58,-1.26,31.6,3494.82,0.0,262.61,18.29,240.45,15.22,242.19,7.22,243.71,25.24,270.45,11.42,199.72,11.6,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
46,06/16/2011,196.78,1480.46,4034.71,-999.0,1.38,8.53,15.92,4.08,31.95,-1.13,31.93,3281.4,0.0,278.17,17.85,252.37,26.56,359.26,5.65,268.34,26.68,282.37,19.92,215.49,12.78,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
47,06/17/2011,0.0,483.35,3565.17,-999.0,1.54,8.46,27.07,4.0,24.85,-0.95,23.14,2986.48,0.0,248.79,39.22,239.47,21.47,235.79,13.4,241.28,40.08,269.47,16.1,225.84,19.38,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
48,06/18/2011,0.0,298.96,4253.3,-999.0,1.09,8.34,13.45,2.79,30.35,-6.1,32.47,3093.45,0.0,253.01,16.54,244.84,21.91,160.2,2.21,242.86,23.66,274.84,16.43,209.32,10.59,0.0,0.375,2011.0,6.0,0.0,No Flooding,0.0
49,06/19/2011,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,309.95,23.63,311.3,27.37,260.55,10.56,297.3,38.87,341.3,20.53,276.87,17.97,0.0,0.375,2011.0,6.0,0.0,No Flooding,0.0
50,06/20/2011,0.0,526.5,3702.15,-999.0,1.28,6.0,32.45,4.28,26.62,-0.12,21.96,3246.76,0.0,308.92,32.25,337.2,14.94,311.1,15.99,323.19,34.28,7.2,11.2,322.15,21.0,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
51,06/21/2011,0.0,311.23,3276.24,-999.0,1.08,7.36,22.53,4.07,30.66,-0.05,26.39,3759.29,487.49,329.04,28.19,316.49,12.39,319.96,16.21,320.9,32.66,346.49,9.3,307.54,14.39,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
52,06/22/2011,0.0,334.89,3960.02,-999.0,1.15,8.42,16.58,3.82,33.37,-1.97,32.1,3737.25,0.0,288.97,28.69,257.89,8.82,271.87,11.94,273.65,25.4,287.89,6.61,244.47,12.76,,,2011.0,6.0,0.0,No Flooding,0.0
53,06/23/2011,0.0,1051.58,4572.76,-999.0,1.18,7.7,12.05,3.49,34.87,-3.14,37.44,3776.71,0.0,279.16,22.38,264.79,22.27,313.78,3.55,269.08,27.68,294.79,16.7,231.41,8.94,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
54,06/24/2011,0.0,1540.73,4211.48,-999.0,1.02,7.97,14.87,3.95,34.36,-1.42,34.36,3768.47,0.0,260.99,23.56,252.91,25.7,256.96,6.57,256.18,37.33,282.91,19.28,203.91,15.19,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
55,06/25/2011,0.0,1485.19,4406.52,-999.0,0.76,7.9,12.88,3.14,33.77,-4.47,36.01,3579.86,0.0,246.17,29.03,242.98,29.66,248.94,6.85,245.85,41.46,272.98,22.24,218.0,17.1,,,2011.0,6.0,0.0,No Flooding,0.0
56,06/26/2011,0.0,353.81,4802.29,-999.0,0.6,8.24,9.78,2.46,33.63,-7.35,39.39,3549.22,0.0,257.91,24.04,250.6,23.83,248.09,6.88,251.35,34.47,280.6,17.88,222.05,16.98,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
57,06/27/2011,0.0,305.98,4791.23,-999.0,1.18,9.16,9.45,3.0,34.64,-4.91,34.25,3657.81,0.0,241.47,16.43,231.63,20.05,159.62,4.2,229.32,23.75,261.63,15.04,167.74,12.44,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
58,06/28/2011,89.1,1661.34,4279.24,-999.0,1.95,9.05,14.73,4.69,36.11,0.7,30.94,3699.59,0.0,201.64,29.82,214.94,31.2,194.39,10.19,210.44,43.31,244.94,23.4,174.59,26.04,,,2011.0,6.0,0.0,No Flooding,0.0
59,06/29/2011,493.54,1636.31,3379.71,3886.83,1.93,8.51,23.28,6.34,34.75,5.07,25.67,3673.21,294.46,198.17,33.92,207.16,36.74,180.65,13.16,200.3,52.25,237.16,27.55,165.08,28.87,0.0,0.375,2011.0,6.0,1.0,Limited Flooding,
60,06/30/2011,0.0,759.04,3403.05,-999.0,1.29,6.14,22.5,4.78,28.85,0.76,26.78,3386.27,326.36,318.12,26.39,310.81,16.9,321.81,10.85,312.48,30.61,340.81,12.68,286.09,16.8,0.0,0.125,2011.0,6.0,0.0,No Flooding,0.0
61,07/01/2011,0.0,1140.16,3664.28,-999.0,1.22,7.66,18.66,4.14,33.23,-0.18,29.62,3897.38,216.78,262.25,14.83,222.93,3.58,233.61,9.74,239.64,16.52,252.93,2.68,240.97,5.67,0.0,0.125,2011.0,7.0,0.0,No Flooding,0.0
62,07/02/2011,0.0,1811.57,4093.65,-999.0,1.4,9.07,14.82,4.22,36.71,0.14,33.2,3866.67,0.0,229.48,8.92,204.03,6.05,271.01,6.51,245.19,12.5,234.03,4.54,202.24,4.12,0.0,0.125,2011.0,7.0,0.0,No Flooding,0.0
63,07/03/2011,149.83,723.1,3896.24,-999.0,2.4,9.07,18.31,6.02,36.12,3.05,26.29,3871.29,0.0,26.74,16.53,272.52,6.17,54.24,9.15,41.55,4.1,302.52,4.62,57.16,10.76,0.0,0.375,2011.0,7.0,0.0,No Flooding,0.0
64,07/04/2011,169.88,1012.01,2637.43,3138.39,2.95,7.74,32.44,8.05,32.96,9.45,20.19,3730.89,1185.25,145.85,16.72,190.85,2.52,155.58,15.62,167.71,20.4,220.85,1.89,169.46,20.79,0.0,0.375,2011.0,7.0,0.0,No Flooding,0.0
65,07/05/2011,672.83,1068.86,2683.0,3128.28,3.05,7.83,36.52,9.03,33.44,10.22,21.44,3750.76,1118.58,171.94,24.96,41.13,2.35,201.25,14.95,200.61,16.45,71.13,1.76,192.67,15.26,0.0,0.375,2011.0,7.0,0.0,No Flooding,0.0
66,07/06/2011,370.69,1054.39,2832.04,3098.63,2.92,7.54,33.61,8.45,32.83,9.46,20.44,3758.58,932.5,117.15,14.02,243.98,5.19,110.31,12.94,132.24,11.76,273.98,3.89,139.26,10.68,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
67,07/07/2011,385.28,938.2,2742.57,2855.6,3.24,7.83,35.39,8.95,33.26,10.24,20.71,3615.41,926.54,175.1,7.33,236.98,10.77,116.49,12.88,159.42,13.15,266.98,8.08,138.4,16.06,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
68,07/08/2011,317.43,843.48,2517.6,2686.94,3.02,6.92,36.96,8.72,30.72,9.71,18.53,3568.9,1082.48,188.64,12.07,239.81,9.26,174.64,10.18,204.31,17.63,269.81,6.95,185.86,11.4,1.0,0.605,2011.0,7.0,1.0,Limited Flooding,
69,07/09/2011,695.56,844.73,2095.2,-999.0,3.06,6.99,46.03,9.85,30.23,12.26,16.68,3534.06,1275.22,236.61,19.54,239.24,10.29,236.87,6.88,234.4,18.34,269.24,7.72,210.26,11.54,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
70,07/10/2011,907.15,679.51,1777.21,2062.5,3.22,6.87,49.75,9.91,28.9,13.25,14.09,3440.68,1540.16,206.91,20.03,244.03,11.22,190.75,9.69,216.21,21.99,274.03,8.42,181.1,12.8,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
71,07/11/2011,593.76,514.19,1719.35,1887.3,3.58,6.22,53.74,10.18,27.76,13.0,13.57,3398.43,1757.85,175.92,21.98,204.26,10.84,159.25,12.12,179.72,24.16,234.26,8.13,170.84,16.97,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
72,07/12/2011,522.7,943.06,2258.37,2258.37,2.69,7.5,44.5,9.08,30.73,10.57,18.07,3278.42,948.69,248.02,17.69,223.18,10.2,134.94,4.68,206.45,14.54,253.18,7.65,180.34,11.07,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
73,07/13/2011,773.94,1283.22,1952.18,-999.0,2.48,7.39,40.01,8.24,30.77,11.92,15.52,3350.34,1283.82,213.4,28.32,212.91,18.41,185.46,9.37,206.74,32.15,242.91,13.81,196.41,17.9,0.0,0.375,2011.0,7.0,0.0,No Flooding,0.0
74,07/14/2011,0.0,950.26,4021.4,-999.0,0.83,7.35,14.91,3.34,30.57,-2.09,29.23,3462.84,0.0,193.82,27.22,202.49,16.64,162.73,13.21,187.89,34.03,232.49,12.48,175.64,20.36,0.0,0.125,2011.0,7.0,0.0,No Flooding,0.0
75,07/15/2011,0.0,923.99,4232.56,-999.0,0.59,7.2,13.06,2.61,30.64,-4.99,31.93,3509.24,0.0,193.54,27.56,194.39,21.57,174.19,14.18,188.95,39.15,224.39,16.18,171.03,22.3,,,,,,,
76,07/17/2011,166.4,313.24,3826.99,3826.99,2.77,8.54,19.67,6.44,36.06,5.42,28.75,3795.97,0.0,137.28,16.22,181.32,7.3,134.67,7.68,154.49,18.16,211.32,5.47,121.78,8.62,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
77,07/18/2011,728.89,820.1,1874.56,2522.41,3.55,6.84,47.24,9.99,31.09,13.2,14.84,3791.42,1702.78,183.96,20.41,176.84,8.09,198.2,12.81,188.63,22.57,206.84,6.07,162.56,11.4,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
78,07/19/2011,350.82,918.6,2641.34,2641.34,3.08,7.54,35.86,8.94,33.41,10.58,20.82,3689.89,1034.73,245.36,4.48,265.4,12.45,95.18,5.44,249.85,8.03,295.4,9.34,164.16,7.04,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
79,07/20/2011,377.2,1633.63,2679.97,-999.0,2.54,8.09,33.49,8.48,34.33,10.28,21.46,3682.36,1098.93,240.46,17.85,246.06,15.24,180.71,7.01,228.6,21.99,276.06,11.43,190.72,13.78,0.0,0.125,,,,,
80,07/21/2011,0.0,337.36,3707.22,-999.0,1.44,8.31,14.22,4.19,34.09,1.23,30.01,3620.95,0.0,248.19,7.99,243.75,11.59,138.7,6.32,218.57,14.36,273.75,8.69,177.41,7.61,0.0,0.125,2011.0,7.0,0.0,No Flooding,0.0
81,07/25/2011,923.26,840.28,2497.61,2809.21,3.37,7.36,41.08,10.46,33.11,12.42,19.48,3850.46,1296.3,155.8,14.96,222.46,4.9,129.83,12.06,155.66,15.48,252.46,3.67,155.7,12.19,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
82,07/26/2011,1109.74,240.04,653.19,1632.77,4.0,5.9,79.69,12.02,24.88,15.55,5.12,3601.23,3035.81,278.57,18.53,281.69,5.02,263.68,7.54,263.29,15.78,311.69,3.77,260.91,8.17,1.0,0.845,2011.0,7.0,1.0,Limited Flooding,
83,07/27/2011,1330.35,1006.82,1957.97,1957.97,3.08,7.35,49.1,10.7,31.64,13.78,15.56,3590.33,1480.93,243.04,22.44,264.82,11.67,219.19,9.72,237.69,23.47,294.82,8.75,241.08,11.12,,,2011.0,7.0,1.0,Limited Flooding,
84,07/28/2011,544.8,1237.61,2587.24,3149.5,2.62,7.66,38.91,9.03,33.61,10.23,20.71,3767.58,1181.19,193.14,17.87,352.59,4.99,201.07,13.87,207.56,16.1,22.59,3.74,232.14,7.05,0.0,0.375,2011.0,7.0,0.0,No Flooding,0.0
85,07/29/2011,109.93,1459.58,3143.6,-999.0,2.45,8.58,27.54,7.12,35.23,7.26,25.28,3797.68,604.08,119.49,7.29,87.4,3.46,36.36,7.81,56.44,7.49,117.4,2.59,56.33,7.28,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
86,07/30/2011,423.18,845.1,2416.6,2862.4,3.44,6.98,41.42,9.74,32.1,11.46,19.28,3800.94,1271.86,168.42,9.19,147.58,6.93,172.86,5.15,165.86,12.6,177.58,5.2,152.86,5.2,1.0,0.605,2011.0,7.0,0.0,No Flooding,0.0
87,07/31/2011,750.95,750.88,1778.76,1932.46,3.7,6.23,51.83,11.31,30.31,14.21,14.03,3804.74,2091.77,162.58,27.39,200.49,16.02,151.02,22.84,170.36,38.27,230.49,12.01,148.69,20.91,1.0,0.605,2011.0,7.0,2.0,Widespread Flooding,1.0
88,08/01/2011,863.07,769.54,1671.42,1671.42,3.39,6.49,62.25,11.99,30.73,14.59,13.25,3656.0,2038.22,206.49,13.24,268.57,10.33,194.76,8.07,229.41,17.97,298.57,7.75,209.29,11.17,1.0,0.605,2011.0,8.0,0.0,No Flooding,0.0
89,08/02/2011,226.75,1315.25,2353.05,-999.0,2.1,7.72,42.87,9.44,33.31,11.26,18.78,3751.85,1370.56,230.41,11.24,273.58,6.3,178.72,5.61,220.23,11.8,303.58,4.73,230.22,7.11,1.0,0.605,2011.0,8.0,0.0,No Flooding,0.0
90,08/03/2011,417.06,1161.47,2720.59,2910.36,2.8,7.6,33.32,8.38,32.54,9.16,22.87,3721.77,847.11,229.21,17.77,261.62,13.55,212.15,10.13,235.79,24.06,291.62,10.17,211.67,14.85,0.0,0.375,2011.0,8.0,3.0,Widespread Flooding,1.0
91,08/04/2011,704.77,652.76,2360.28,2790.45,3.33,8.05,40.78,8.89,29.49,11.65,3.17,3492.98,1154.58,260.35,13.12,250.67,12.11,250.0,6.95,247.44,22.06,280.67,9.08,206.14,8.88,0.0,0.125,2011.0,8.0,0.0,No Flooding,0.0
92,08/05/2011,52.24,1793.93,3617.56,-999.0,1.47,8.08,21.3,5.48,33.95,3.2,29.34,3570.26,0.0,236.95,11.28,247.21,14.05,161.17,4.66,233.82,18.55,277.21,10.54,207.71,9.46,0.0,0.125,2011.0,8.0,0.0,No Flooding,0.0
93,08/06/2011,0.0,1253.85,4082.67,-999.0,0.89,7.89,13.89,3.28,33.56,-2.4,33.14,3794.67,0.0,241.68,16.52,230.7,12.62,208.68,6.66,232.44,22.74,260.7,9.46,207.41,8.71,0.0,0.125,2011.0,8.0,0.0,No Flooding,0.0
94,08/07/2011,0.0,1380.32,3756.49,-999.0,1.37,7.7,18.24,4.93,33.45,1.71,29.41,3842.96,96.77,273.94,25.63,267.01,20.02,259.73,4.4,266.31,28.39,297.01,15.02,250.51,13.62,0.0,0.125,2011.0,8.0,0.0,No Flooding,0.0
95,08/08/2011,0.0,1165.02,3704.69,-999.0,1.32,7.53,18.8,4.43,33.8,1.26,28.98,3767.54,104.62,288.57,13.21,266.48,15.0,95.84,1.34,265.33,15.77,296.48,11.25,262.03,6.68,0.0,0.125,2011.0,8.0,0.0,No Flooding,0.0
96,08/09/2011,482.55,325.66,3452.05,-999.0,2.63,8.37,23.29,7.29,34.39,7.4,24.24,3689.15,194.16,267.96,14.03,247.99,15.7,203.55,2.47,250.55,19.54,277.99,11.78,195.59,11.1,0.0,0.125,2011.0,8.0,0.0,No Flooding,0.0
97,08/10/2011,686.92,1576.97,2812.51,-999.0,2.55,7.91,32.86,8.19,34.26,9.16,22.58,3635.86,837.46,272.05,14.37,255.54,12.83,156.85,3.89,245.63,15.23,285.54,9.62,183.88,7.79,0.0,0.125,2011.0,8.0,0.0,No Flooding,0.0
