,Date,MUCAPE,DCAPE,LCL,LFC,PW,7-5LR,MeanRH,MeanMixR,SfcT,SfcTd,DD,FZL_AGL,WC,0-6km Shear Dir,0-6km Shear Mag,MW Dir,MW Mag,C Up Dir,C Up Mag,C Dn Dir,C Dn Mag,SM Dir,SM Mag,4-6km dir,4-6km mag,deterministicRRA,probabilisticRRA,Basins,Year,Month
0,05/01/2008,0.0,152.87,5925.86,-999.0,0.42,3.79,23.36,1.42,14.05,-13.78,26.11,1397.89,0.0,305.44,65.67,329.87,31.97,298.48,34.45,310.4,75.14,359.87,23.98,297.5,47.02,,,0.0,2008,5
1,05/02/2008,0.0,390.75,6055.34,-999.0,0.45,5.74,18.43,1.41,18.19,-13.48,28.68,2047.99,0.0,272.05,22.48,323.48,9.06,279.98,10.72,293.36,22.94,353.48,6.79,270.67,17.02,,,0.0,2008,5
2,05/03/2008,0.0,224.36,3796.81,-999.0,0.7,7.99,13.75,1.87,22.33,-9.79,31.06,2379.43,0.0,249.88,37.86,247.38,13.6,244.04,17.3,247.53,39.52,277.38,10.2,233.7,15.49,,,0.0,2008,5
3,05/04/2008,29.84,286.11,3716.92,-999.0,1.23,8.58,17.97,2.67,25.71,-6.09,31.19,2636.27,0.0,196.04,44.36,189.46,14.91,188.24,19.5,192.85,43.47,219.46,11.18,160.17,25.26,,,0.0,2008,5
4,05/05/2008,156.79,204.15,3871.83,-999.0,0.97,9.28,16.63,2.58,25.89,-4.92,25.26,2723.9,0.0,114.95,32.6,130.11,4.32,100.58,19.79,110.24,28.84,160.11,3.24,104.49,17.29,,,0.0,2008,5
5,05/06/2008,47.29,254.21,3695.03,-999.0,1.15,8.84,20.14,2.9,26.2,-4.15,28.39,2824.4,0.0,15.0,29.01,294.48,15.31,12.9,21.6,350.4,34.6,324.48,11.48,353.75,9.81,,,0.0,2008,5
6,05/07/2008,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,219.39,40.32,230.46,20.82,205.71,23.31,220.45,46.52,260.46,15.62,210.18,24.48,,,0.0,2008,5
7,05/08/2008,56.38,743.18,2283.79,-999.0,1.12,7.0,43.9,4.92,23.4,2.68,18.46,2490.13,0.0,278.93,39.76,270.72,17.88,279.19,17.66,275.36,43.2,300.72,13.41,256.59,20.93,,,0.0,2008,5
8,05/09/2008,0.0,816.77,3138.4,-999.0,1.26,7.57,27.48,3.65,25.77,-1.8,25.54,2660.86,0.0,283.31,34.25,265.75,19.37,304.71,16.88,283.14,39.67,295.75,14.53,271.78,16.41,,,0.0,2008,5
9,05/10/2008,0.0,669.63,3916.83,-999.0,0.71,6.72,21.57,2.58,24.93,-5.76,28.3,2958.67,0.0,284.22,14.57,263.88,8.67,262.24,4.79,266.4,16.26,293.88,6.5,268.18,11.82,,,0.0,2008,5
10,05/11/2008,0.0,218.82,3877.07,-999.0,0.97,7.78,16.08,3.01,28.01,-4.47,31.7,2983.97,0.0,258.72,20.81,236.57,22.71,327.98,11.56,265.42,29.02,266.57,17.03,215.72,12.32,,,0.0,2008,5
11,05/12/2008,158.91,75.32,2543.8,-999.0,1.88,7.32,57.18,4.93,19.79,2.64,11.11,2374.72,32.15,249.93,61.08,280.24,20.01,242.51,42.14,251.29,70.26,310.24,15.01,234.82,36.35,,,0.0,2008,5
12,05/13/2008,1.41,418.14,2633.72,-999.0,0.89,4.31,35.0,2.89,19.51,-4.86,21.5,2009.66,0.0,15.24,41.3,19.63,28.5,5.88,16.08,13.43,51.79,49.63,21.37,353.33,34.14,,,0.0,2008,5
13,05/14/2008,0.0,307.7,2772.71,-999.0,1.77,5.58,31.8,4.75,25.04,2.42,20.02,2655.04,146.93,23.31,51.46,7.37,24.12,2.02,13.51,6.67,48.0,37.37,18.09,341.05,21.09,,,0.0,2008,5
14,05/15/2008,5.09,722.3,2533.87,-999.0,1.66,6.28,38.61,5.44,26.58,3.97,20.47,2918.89,69.73,34.58,43.71,40.0,21.03,356.69,15.24,22.42,42.42,70.0,15.77,343.71,27.15,,,0.0,2008,5
15,05/16/2008,0.0,249.52,4057.58,-999.0,1.32,6.12,18.8,3.42,27.35,-4.82,31.25,3098.87,0.0,27.36,44.55,27.42,12.96,36.31,24.14,31.41,47.82,57.42,9.72,22.98,24.29,,,0.0,2008,5
16,05/17/2008,0.0,1323.38,3363.77,-999.0,1.14,7.27,21.21,3.98,31.21,0.94,27.2,3413.71,0.0,41.1,25.08,18.16,13.02,64.15,5.53,32.7,22.98,48.16,9.76,6.55,11.8,,,0.0,2008,5
17,05/18/2008,0.0,942.87,3770.9,-999.0,1.06,7.99,13.26,3.03,33.25,-0.77,30.41,3777.93,0.0,352.29,22.04,313.02,11.52,359.81,15.14,344.5,28.64,343.02,8.64,321.69,12.96,,,0.0,2008,5
18,05/19/2008,0.0,309.41,4648.04,-999.0,1.27,8.7,10.09,2.89,35.45,-4.68,37.22,3826.19,0.0,353.91,6.59,291.18,9.86,4.96,8.37,328.64,16.83,321.18,7.4,277.19,5.6,,,0.0,2008,5
19,05/20/2008,0.0,317.86,4937.51,-999.0,1.25,8.33,10.58,3.11,35.23,-4.08,38.69,3778.6,0.0,258.22,9.71,230.1,30.54,304.32,2.43,237.41,32.42,260.1,22.9,175.28,11.87,,,0.0,2008,5
20,05/21/2008,234.14,161.24,1646.78,-999.0,1.59,7.0,53.59,5.08,17.54,3.11,13.23,1976.43,307.7,296.4,14.34,339.77,22.13,261.53,12.34,310.02,28.24,9.77,16.6,264.25,15.09,,,0.0,2008,5
21,05/22/2008,151.58,59.96,1592.64,-999.0,1.4,7.63,62.73,4.52,15.47,3.83,5.01,1644.68,0.0,69.22,8.3,61.49,9.84,50.59,0.89,63.69,10.58,91.49,7.38,81.59,5.14,,,0.0,2008,5
22,05/23/2008,196.42,386.18,1998.71,-999.0,1.25,7.54,46.91,4.0,17.11,-0.13,16.17,1732.19,0.0,175.9,26.16,179.08,4.1,167.3,11.51,172.78,20.52,209.08,3.07,159.51,11.55,,,0.0,2008,5
23,05/24/2008,47.39,160.29,1112.69,1199.17,1.55,5.51,73.34,5.26,16.32,4.53,8.91,1735.37,435.27,223.4,31.76,196.96,8.78,195.43,15.53,204.38,33.04,226.96,6.58,195.42,9.89,,,0.0,2008,5
24,05/25/2008,91.37,374.07,1556.42,-999.0,1.57,5.7,62.1,5.47,20.12,4.33,12.51,2088.03,220.44,187.88,52.56,190.66,24.91,168.44,30.25,180.22,61.88,220.66,18.68,173.75,36.31,,,0.0,2008,5
25,05/26/2008,91.96,385.53,2015.32,-999.0,1.4,6.85,51.75,4.46,18.85,0.93,16.31,1966.33,0.0,262.17,19.31,275.8,9.67,261.78,11.26,261.47,28.27,305.8,7.25,271.27,10.44,,,0.0,2008,5
26,05/27/2008,26.17,659.19,2815.94,-999.0,1.41,6.95,27.06,4.11,24.83,-0.1,22.83,2655.04,0.0,204.87,53.59,201.13,25.2,184.91,26.45,195.87,60.75,231.13,18.9,186.69,27.02,,,0.0,2008,5
27,05/28/2008,0.0,821.97,3361.72,-999.0,0.96,7.17,23.53,2.92,25.13,-4.61,27.25,2544.67,0.0,215.48,42.57,216.2,25.4,211.85,20.59,215.51,60.46,246.2,19.05,185.78,27.15,,,0.0,2008,5
28,05/29/2008,0.0,951.9,3415.35,-999.0,0.87,7.25,22.95,2.87,24.73,-4.92,27.96,2511.14,0.0,245.48,42.6,239.07,17.89,247.99,21.14,248.15,53.13,269.07,13.42,221.99,19.21,,,0.0,2008,5
29,05/30/2008,0.0,256.98,5374.34,-999.0,0.91,5.69,15.03,2.08,25.97,-8.73,32.77,2959.47,0.0,249.95,35.11,250.99,15.65,241.75,21.04,246.66,46.19,280.99,11.74,238.68,20.14,,,0.0,2008,5
30,05/31/2008,0.0,248.1,4497.69,-999.0,0.96,6.5,13.3,2.53,28.9,-6.08,32.32,3551.91,0.0,245.49,46.68,242.87,19.99,247.48,19.68,246.68,49.61,272.87,15.0,230.48,22.02,,,0.0,2008,5
31,06/01/2008,0.0,256.33,4346.67,-999.0,1.14,6.96,13.32,2.89,30.57,-4.32,32.86,3436.77,0.0,240.51,60.22,236.45,24.63,240.04,19.41,236.72,55.72,266.45,18.47,220.08,27.06,,,0.0,2008,6
32,06/02/2008,0.0,889.37,3578.18,-999.0,1.45,7.13,21.82,3.93,29.57,-0.91,29.36,3335.12,0.0,262.05,17.49,263.46,13.01,315.36,5.16,277.47,19.06,293.46,9.76,242.01,7.24,,,0.0,2008,6
33,06/03/2008,0.0,238.03,3742.76,-999.0,1.37,6.54,19.93,3.51,29.79,-2.56,31.18,3222.6,0.0,289.33,50.3,260.24,26.75,299.38,22.35,279.95,54.18,290.24,20.06,280.66,22.71,,,0.0,2008,6
34,06/04/2008,404.74,107.0,1937.9,-999.0,1.87,7.55,48.22,4.99,22.34,5.06,10.58,2425.95,30.11,257.14,48.53,277.97,24.36,247.98,33.69,262.0,62.49,307.97,18.27,231.08,45.99,,,0.0,2008,6
35,06/05/2008,0.0,197.56,2337.95,-999.0,1.31,5.06,44.0,4.69,23.57,1.54,18.9,2623.42,203.84,326.74,55.31,315.36,23.18,331.42,31.05,323.92,64.71,345.36,17.39,308.25,32.13,,,0.0,2008,6
36,06/06/2008,0.0,277.09,5134.4,-999.0,1.07,5.83,18.31,3.09,29.39,-2.34,27.08,3835.08,0.0,271.76,42.74,244.14,27.45,287.32,19.13,263.54,50.17,274.14,20.59,244.1,23.47,,,0.0,2008,6
37,06/07/2008,0.0,424.82,2741.92,-999.0,1.31,5.86,33.63,4.68,25.97,1.91,22.13,2961.44,169.35,267.86,72.85,276.28,24.62,264.98,37.71,268.3,75.43,306.28,18.46,257.34,37.85,,,0.0,2008,6
38,06/08/2008,0.0,615.39,4475.82,-999.0,0.83,6.71,23.36,3.18,26.46,-2.81,27.05,3014.81,0.0,309.06,51.42,324.15,21.61,299.99,29.47,309.86,62.04,354.15,16.2,295.63,34.04,,,0.0,2008,6
39,06/09/2008,0.0,247.33,6652.65,-999.0,0.66,6.83,11.59,2.0,30.23,-8.2,35.32,3855.39,0.0,291.97,31.8,273.62,13.93,287.08,14.95,283.9,36.17,303.62,10.45,277.37,17.15,,,0.0,2008,6
40,06/10/2008,0.0,287.78,5060.62,-999.0,0.95,8.06,9.37,2.51,34.04,-6.78,38.8,3672.09,0.0,285.51,48.41,252.38,37.37,304.2,18.86,271.76,59.66,282.38,28.03,248.24,18.9,,,0.0,2008,6
41,06/11/2008,0.0,262.86,3641.43,-999.0,0.57,5.84,18.51,2.26,24.8,-7.88,29.71,2623.21,0.0,278.53,81.79,295.49,27.96,285.48,39.68,287.95,82.94,325.49,20.97,280.13,50.84,,,0.0,2008,6
42,06/12/2008,0.0,252.11,4377.63,-999.0,0.61,5.09,15.17,2.17,26.76,-8.17,31.71,3538.86,0.0,273.37,40.67,309.87,16.96,267.83,26.97,280.81,50.2,339.87,12.72,271.07,26.57,,,0.0,2008,6
43,06/13/2008,0.0,285.6,4643.73,-999.0,0.6,7.27,13.71,2.33,30.45,-7.2,34.53,3794.42,0.0,255.79,22.53,271.41,7.12,255.04,11.93,259.26,26.68,301.41,5.34,255.59,12.4,,,0.0,2008,6
44,06/14/2008,0.0,319.14,5727.46,-999.0,0.75,8.36,7.45,1.71,34.27,-8.05,38.59,3815.94,0.0,260.16,23.88,257.22,16.85,267.67,13.13,261.98,36.2,287.22,12.64,240.66,11.3,,,0.0,2008,6
45,06/15/2008,0.0,293.18,4569.59,-999.0,1.5,8.56,11.16,3.26,35.59,-3.44,37.68,3786.9,0.0,248.77,23.92,239.77,17.53,238.25,10.17,239.39,31.71,269.77,13.15,222.6,10.32,0.0,0.375,0.0,2008,6
46,06/16/2008,0.0,297.39,4775.37,-999.0,1.42,8.64,11.76,3.26,35.66,-3.45,37.87,3781.69,0.0,255.34,22.24,236.22,19.8,251.27,5.98,244.21,30.17,266.22,14.85,199.51,8.26,0.0,0.125,0.0,2008,6
47,06/17/2008,0.0,293.64,4500.83,-999.0,1.51,7.81,14.75,3.91,35.8,-0.98,35.54,3758.43,0.0,252.44,24.66,239.33,23.08,248.36,9.29,241.79,37.21,269.33,17.31,218.28,13.53,0.0,0.125,0.0,2008,6
48,06/18/2008,0.0,348.03,5185.75,-999.0,0.91,8.23,10.27,2.47,34.92,-5.36,37.5,3817.02,0.0,245.78,20.7,279.58,14.19,251.2,6.28,261.61,25.77,309.58,10.64,218.68,11.03,0.0,0.125,0.0,2008,6
49,06/19/2008,0.0,343.21,4839.86,-999.0,0.61,8.13,8.55,2.04,34.25,-7.07,39.61,3676.61,0.0,267.88,29.63,316.67,12.11,273.41,15.73,287.01,30.95,346.67,9.08,272.44,19.15,0.0,0.125,0.0,2008,6
50,06/20/2008,0.0,318.18,5363.08,-999.0,0.74,8.65,8.02,2.11,36.48,-7.5,40.94,3913.21,0.0,244.06,10.78,256.39,5.78,198.16,6.82,229.25,13.12,286.39,4.34,188.1,6.54,0.0,0.125,0.0,2008,6
51,06/21/2008,16.62,364.16,5010.94,-999.0,1.1,9.14,8.69,2.49,37.92,-5.29,41.03,3985.81,0.0,210.05,14.19,237.46,18.55,215.19,5.24,233.39,23.98,267.46,13.91,183.64,11.67,0.0,0.125,0.0,2008,6
52,06/22/2008,4.98,290.29,4550.36,-999.0,1.44,8.45,13.72,3.76,35.61,-1.43,34.89,3834.5,0.0,223.18,8.79,258.14,8.9,356.29,2.61,271.46,12.01,288.14,6.67,206.75,4.41,0.0,0.125,0.0,2008,6
53,06/23/2008,0.0,1887.23,4666.74,-999.0,1.16,8.38,12.33,3.14,35.64,-4.0,38.05,3847.38,0.0,214.24,5.0,242.19,11.26,99.72,4.01,225.77,6.84,272.19,8.44,158.12,4.08,0.0,0.125,0.0,2008,6
54,06/24/2008,0.0,344.62,4744.61,-999.0,1.06,8.03,10.32,2.81,35.51,-5.35,39.38,3762.47,0.0,199.51,11.96,213.25,14.53,146.65,5.11,202.75,18.81,243.25,10.89,149.13,13.38,0.0,0.125,0.0,2008,6
55,06/25/2008,0.0,1379.83,4472.68,-999.0,1.31,7.82,12.6,3.45,34.85,-2.6,34.44,3849.66,0.0,194.18,16.31,211.95,16.93,145.77,6.65,194.96,22.24,241.95,12.7,167.56,12.95,0.0,0.125,0.0,2008,6
56,06/26/2008,0.0,336.21,3934.06,-999.0,0.97,7.82,15.16,3.44,34.04,-0.1,31.94,3781.97,0.0,199.71,12.19,227.67,9.61,168.67,9.85,195.44,18.47,257.67,7.21,175.18,6.19,0.0,0.125,0.0,2008,6
57,06/27/2008,0.0,329.63,4993.83,-999.0,1.11,8.16,9.9,2.71,34.46,-5.64,38.48,3781.16,0.0,102.01,15.39,233.8,3.82,120.81,11.89,131.62,14.22,263.8,2.87,125.52,11.47,0.0,0.125,0.0,2008,6
58,06/28/2008,0.0,1790.36,4298.31,-999.0,1.25,8.16,16.16,3.89,35.59,-1.01,35.1,3950.34,0.0,84.04,2.96,280.93,3.71,115.86,4.87,157.96,3.05,310.93,2.78,140.65,2.8,0.0,0.125,0.0,2008,6
59,06/29/2008,57.78,1987.07,4241.91,-999.0,1.55,8.69,17.54,4.54,37.04,1.2,34.04,4042.5,0.0,227.83,4.63,230.77,5.44,177.29,3.77,210.67,9.25,260.77,4.08,197.22,5.7,0.0,0.125,0.0,2008,6
60,06/30/2008,8.71,807.33,4196.66,-999.0,1.89,8.71,15.46,4.35,37.47,1.58,34.06,3964.99,0.0,189.25,9.92,233.55,9.73,158.57,8.68,192.41,17.15,263.55,7.3,158.8,13.29,0.0,0.125,0.0,2008,6
61,07/01/2008,54.34,349.53,4095.35,-999.0,1.76,8.05,14.14,4.51,37.11,0.93,37.11,3977.7,0.0,241.52,9.6,265.54,9.18,228.85,2.97,251.2,12.36,295.54,6.88,188.34,8.23,0.0,0.375,0.0,2008,7
62,07/02/2008,0.0,500.41,4885.05,-999.0,1.28,7.92,10.91,3.47,36.91,-2.65,39.07,4113.48,0.0,307.47,5.84,273.0,6.86,6.16,1.41,294.71,7.19,303.0,5.14,203.73,1.65,0.0,0.125,0.0,2008,7
63,07/03/2008,0.0,577.07,4921.28,-999.0,1.41,8.36,10.17,3.34,38.28,-3.06,39.2,4149.44,0.0,161.07,16.52,215.63,8.91,147.39,7.93,178.87,14.39,245.63,6.68,144.26,15.42,0.0,0.375,0.0,2008,7
64,07/04/2008,166.45,811.47,3743.68,-999.0,2.36,8.26,21.11,6.62,36.74,5.4,29.64,4065.25,333.23,187.89,12.81,227.44,18.06,171.84,4.62,212.05,22.24,257.44,13.55,161.43,17.43,0.0,0.375,0.0,2008,7
65,07/05/2008,270.01,1338.02,3253.47,3718.1,2.52,8.04,25.21,6.8,36.08,8.06,26.18,3874.66,529.95,338.79,10.25,249.74,9.66,345.25,5.47,292.5,12.38,279.74,7.24,165.6,5.16,0.0,0.375,0.0,2008,7
66,07/06/2008,264.79,1535.95,3441.87,-999.0,2.35,8.52,23.2,6.03,36.0,6.36,27.78,3729.19,243.55,235.26,18.46,267.77,8.56,242.08,6.32,258.1,17.77,297.77,6.42,237.11,7.06,0.0,0.375,0.0,2008,7
67,07/07/2008,210.31,1641.55,3500.43,4048.67,2.32,8.33,25.55,6.4,36.1,7.49,25.15,3896.91,309.07,351.61,8.98,356.02,10.96,344.93,5.8,348.55,17.2,26.02,8.22,327.75,9.94,0.0,0.375,0.0,2008,7
68,07/08/2008,4.27,1575.64,4501.94,-999.0,1.66,9.01,13.89,4.14,37.84,1.92,32.82,4010.56,0.0,13.16,8.34,23.02,12.26,241.07,4.98,359.18,9.57,53.02,9.2,310.73,9.47,0.0,0.125,0.0,2008,7
69,07/09/2008,0.0,1036.74,4581.28,-999.0,1.23,8.57,13.74,3.97,37.83,-0.27,34.11,4206.86,0.0,65.43,8.06,348.84,6.95,110.33,5.12,45.38,7.91,18.84,5.21,131.16,1.91,0.0,0.125,0.0,2008,7
70,07/10/2008,234.52,1911.44,3001.35,-999.0,1.71,8.84,25.86,6.54,36.84,8.73,23.91,4195.28,1117.27,15.74,16.6,326.47,6.9,41.78,11.21,18.42,14.89,356.47,5.17,7.27,4.08,0.0,0.375,0.0,2008,7
71,07/11/2008,814.41,1058.77,2302.01,3872.75,2.93,8.22,48.27,10.08,33.75,12.63,18.31,4160.53,1849.22,21.53,17.78,324.53,5.09,35.49,14.63,22.16,16.76,354.53,3.82,0.19,9.44,1.0,0.605,2.0,2008,7
72,07/12/2008,1987.19,822.18,1395.12,1656.6,3.98,7.2,68.77,13.41,28.8,17.35,11.18,3758.57,2522.72,143.96,6.1,74.07,6.93,127.21,2.74,98.82,8.17,104.07,5.2,52.2,1.45,1.0,0.605,0.0,2008,7
73,07/13/2008,1083.73,903.08,1812.14,2483.95,3.48,6.88,53.25,10.61,31.81,15.09,14.35,3850.89,1957.82,183.55,7.41,193.4,5.52,129.57,3.9,171.18,8.37,223.4,4.14,145.65,9.08,1.0,0.605,2.0,2008,7
74,07/14/2008,269.32,580.09,2444.76,3044.1,3.37,6.82,39.64,8.98,32.46,11.34,19.5,3803.63,1200.62,57.56,1.69,355.81,1.87,68.03,5.99,55.96,5.27,25.81,1.4,120.82,1.14,1.0,0.605,0.0,2008,7
75,07/15/2008,312.74,744.91,2223.76,2896.6,3.57,6.41,47.03,9.78,32.34,12.84,17.7,3965.75,1657.99,182.9,12.09,246.3,5.76,194.57,2.9,221.73,10.83,276.3,4.32,160.0,5.77,1.0,0.605,0.0,2008,7
76,07/16/2008,175.93,1222.65,2642.37,3796.5,3.02,7.14,36.86,8.39,34.13,10.83,21.11,3889.42,1184.11,107.92,4.02,284.75,6.25,206.61,2.07,246.83,8.31,314.75,4.69,69.97,3.0,1.0,0.845,0.0,2008,7
77,07/17/2008,454.13,1081.2,2679.61,3288.79,2.94,7.66,37.9,8.95,34.77,10.92,21.54,3937.34,1117.31,138.25,6.72,311.79,3.26,114.49,5.23,148.11,3.77,341.79,2.44,119.78,0.8,1.0,0.605,0.0,2008,7
78,07/18/2008,375.11,1631.96,2962.66,3795.38,2.57,7.45,29.61,7.61,36.14,9.93,23.71,4067.52,984.81,43.09,17.79,16.34,2.22,67.78,9.44,57.07,13.08,46.34,1.67,59.43,8.82,1.0,0.605,0.0,2008,7
79,07/19/2008,279.65,976.88,3813.04,-999.0,2.2,7.93,18.13,5.83,36.73,4.44,32.35,4108.87,216.23,136.31,22.59,197.74,4.99,110.99,15.95,132.4,18.83,227.74,3.74,118.01,20.77,1.0,0.845,0.0,2008,7
80,07/20/2008,760.82,751.4,1873.63,2280.67,3.77,6.31,58.74,11.31,31.79,14.87,14.87,3934.84,2052.18,194.44,7.95,211.6,7.51,171.85,5.8,199.0,16.22,241.6,5.63,187.39,7.71,1.0,0.605,2.0,2008,7
81,07/21/2008,108.42,201.55,2425.54,-999.0,3.24,5.76,42.98,9.7,32.0,12.17,19.57,4176.29,1734.84,164.47,8.48,221.83,6.02,124.22,6.11,179.0,10.85,251.83,4.52,122.62,6.17,1.0,0.605,1.0,2008,7
82,07/22/2008,774.83,1423.13,2171.48,-999.0,3.3,6.31,53.09,11.48,34.22,14.48,17.26,4325.78,2192.59,252.42,10.75,246.8,9.39,199.88,1.66,234.93,13.75,276.8,7.04,232.92,3.59,0.0,0.375,0.0,2008,7
83,07/23/2008,0.0,1387.3,3087.33,-999.0,2.19,6.44,28.81,6.86,35.11,7.92,24.62,4246.71,1118.84,248.47,13.18,254.39,8.68,197.99,4.14,235.71,14.81,284.39,6.51,233.8,4.48,0.0,0.125,0.0,2008,7
84,07/24/2008,0.0,676.64,3557.56,-999.0,2.03,6.96,22.52,5.85,36.49,4.45,30.38,4396.94,819.81,211.97,5.52,237.51,6.84,140.95,6.31,192.57,10.46,267.51,5.13,141.62,7.25,,,0.0,2008,7
85,07/25/2008,99.74,561.01,3530.86,-999.0,2.56,7.5,21.7,6.5,36.92,6.06,28.12,4175.22,436.71,68.41,11.76,235.38,5.28,121.84,6.08,162.44,8.26,265.38,3.96,105.91,4.71,0.0,0.375,0.0,2008,7
86,07/26/2008,356.89,1190.32,2800.7,3231.0,3.64,6.86,37.02,9.68,34.85,12.04,22.37,4162.14,1480.84,136.43,0.65,59.21,0.61,58.29,3.59,78.57,1.18,89.21,0.46,56.89,9.1,1.0,0.605,0.0,2008,7
87,07/27/2008,482.8,1005.14,2586.89,3225.4,3.45,7.3,40.25,9.35,33.73,11.55,20.62,3984.61,1451.34,165.11,1.16,264.78,5.71,59.32,4.76,298.94,1.61,294.78,4.28,146.05,5.46,1.0,0.845,2.0,2008,7
88,07/28/2008,86.84,1144.29,2917.69,4145.81,2.7,8.16,31.48,7.1,35.07,7.63,24.92,3987.54,912.52,326.89,11.45,305.07,3.93,44.84,8.52,359.04,7.96,335.07,2.94,80.63,4.47,1.0,0.605,1.0,2008,7
89,07/29/2008,86.88,1632.86,3236.96,-999.0,2.07,7.68,25.69,6.31,35.23,5.74,29.5,4083.88,718.57,257.65,17.82,226.33,13.79,221.64,4.92,233.06,22.72,256.33,10.35,178.49,7.71,0.0,0.375,0.0,2008,7
90,07/30/2008,0.0,1536.58,3597.61,-999.0,1.75,6.94,23.01,5.73,35.86,4.13,29.63,4257.86,639.95,268.55,2.91,247.8,11.96,46.32,1.37,251.05,9.81,277.8,8.97,205.14,4.7,0.0,0.375,0.0,2008,7
91,07/31/2008,0.0,337.04,3902.63,-999.0,1.82,7.23,15.28,4.23,36.57,1.52,31.42,4353.49,452.18,208.88,12.92,226.99,12.25,180.14,10.31,203.33,22.54,256.99,9.19,197.21,10.21,0.0,0.375,0.0,2008,7
92,08/01/2008,0.0,347.83,3963.6,-999.0,1.9,8.18,16.93,4.88,37.99,3.27,31.97,4211.03,225.89,195.68,22.61,212.87,18.55,187.03,13.09,201.7,34.66,242.87,13.91,166.15,22.13,1.0,0.605,0.0,2008,8
93,08/02/2008,85.51,621.36,3506.02,-999.0,2.72,7.87,21.93,6.26,35.13,6.99,25.75,3936.37,510.31,209.35,25.76,237.1,14.18,218.52,10.04,225.37,27.85,267.1,10.63,186.49,12.0,1.0,0.605,0.0,2008,8
94,08/03/2008,879.91,1734.48,2494.42,-999.0,2.87,7.6,40.39,9.8,35.79,13.09,19.85,4001.77,1351.78,260.25,2.85,240.28,13.1,332.09,2.49,248.9,14.29,270.28,9.82,164.29,10.09,1.0,0.605,0.0,2008,8
95,08/04/2008,240.73,1040.2,2683.39,3363.87,3.13,7.5,38.38,8.67,34.71,10.63,21.41,3988.56,1183.89,124.94,18.28,202.99,3.03,110.25,10.98,136.51,14.64,232.99,2.28,113.89,14.65,1.0,0.845,2.0,2008,8
96,08/05/2008,933.46,823.08,1686.58,2358.6,3.86,6.25,55.64,11.32,32.18,16.03,13.31,4133.45,2439.66,196.87,9.16,256.79,6.86,187.57,6.19,209.47,14.41,286.79,5.15,211.63,7.83,1.0,0.845,0.0,2008,8
97,08/06/2008,783.14,959.08,2085.28,2296.2,3.68,6.5,47.57,10.49,33.57,14.79,16.55,4067.92,1949.59,200.94,6.32,301.02,4.9,105.76,1.6,232.81,3.04,331.02,3.67,215.74,3.81,1.0,0.605,3.0,2008,8
98,08/07/2008,1368.38,732.89,1731.45,1731.45,4.25,6.5,60.3,12.31,31.61,16.36,13.68,3984.76,2224.28,219.87,9.76,278.88,6.52,204.14,5.73,226.45,12.09,308.88,4.89,215.32,6.63,1.0,0.845,0.0,2008,8
99,08/08/2008,700.89,609.3,2253.27,2830.03,3.4,6.35,43.09,10.17,32.61,13.39,17.85,3906.03,1597.6,183.03,3.51,269.96,6.01,351.11,2.35,265.88,7.53,299.96,4.51,204.21,8.17,1.0,0.605,1.0,2008,8
100,08/09/2008,368.0,1529.95,2384.12,3053.46,2.76,6.84,42.8,9.03,33.52,11.56,18.98,3919.17,1492.3,218.77,11.76,264.55,9.69,225.36,3.15,243.69,16.66,294.55,7.27,190.63,6.8,1.0,0.605,0.0,2008,8
101,08/10/2008,655.29,1591.32,2317.31,-999.0,2.18,7.04,37.7,8.46,33.69,12.3,18.44,4000.94,1616.26,300.43,10.15,276.43,6.85,320.2,3.64,286.24,13.22,306.43,5.13,281.6,4.52,0.0,0.375,0.0,2008,8
102,08/11/2008,0.0,1077.51,3215.05,-999.0,1.36,7.48,21.17,5.01,34.62,5.67,25.77,4054.54,657.91,52.98,5.49,112.24,0.17,42.98,5.28,355.69,4.95,142.24,0.13,130.0,0.7,0.0,0.125,0.0,2008,8
103,08/12/2008,0.0,1663.56,3937.53,-999.0,1.84,7.62,19.0,5.18,35.43,2.88,32.24,3861.11,0.0,260.77,15.93,238.45,11.26,224.01,8.04,242.9,23.69,268.45,8.45,187.63,3.37,0.0,0.125,0.0,2008,8
104,08/13/2008,0.0,1781.65,4324.41,-999.0,1.54,8.13,15.19,4.14,36.08,0.93,32.31,3960.7,0.0,332.34,13.15,311.6,4.03,355.08,8.63,329.11,16.89,341.6,3.02,334.54,4.43,0.0,0.375,0.0,2008,8
105,08/14/2008,0.0,1923.75,3475.64,-999.0,1.59,8.17,19.04,5.02,36.45,5.0,27.84,4056.46,534.88,29.09,17.84,329.65,10.7,38.83,14.79,17.26,23.46,359.65,8.02,355.84,5.53,0.0,0.125,0.0,2008,8
106,08/15/2008,524.75,1764.14,2691.92,4141.42,2.21,8.26,30.51,7.37,35.17,10.15,21.39,4083.13,1419.14,345.84,20.4,300.19,12.47,16.75,17.24,350.05,26.85,330.19,9.35,334.57,11.51,0.0,0.125,0.0,2008,8
107,08/16/2008,404.18,1653.71,3117.04,3854.17,2.23,7.39,32.11,7.84,33.18,8.79,22.75,3975.3,854.79,341.99,23.69,313.51,8.94,349.35,11.47,330.99,23.65,343.51,6.71,315.38,11.08,0.0,0.375,0.0,2008,8
