,Date,MUCAPE,DCAPE,LCL,LFC,PW,7-5LR,MeanRH,MeanMixR,SfcT,SfcTd,DD,FZL_AGL,WC,0-6km Shear Dir,0-6km Shear Mag,MW Dir,MW Mag,C Up Dir,C Up Mag,C Dn Dir,C Dn Mag,SM Dir,SM Mag,4-6km dir,4-6km mag,deterministicRRA,probabilisticRRA,Basins,Year,Month
638,08/23/2011,46.81,1754.46,3966.16,5304.4,2.25,8.04,19.46,5.77,37.65,4.37,30.71,4221.47,137.67,193.37,9.69,221.17,4.55,160.41,9.75,184.76,15.57,251.17,3.41,165.19,8.13,0.0,0.125,0.0,2011,8
639,08/24/2011,170.25,1686.02,3932.86,4311.8,2.83,8.58,20.6,6.4,38.6,5.69,30.72,4146.68,102.24,182.3,18.95,189.98,5.69,172.82,12.52,182.65,21.72,219.98,4.27,160.46,15.82,1.0,0.605,0.0,2011,8
640,08/25/2011,126.6,355.84,3321.13,4168.81,2.92,8.38,22.01,6.77,38.11,7.86,25.78,4113.77,660.85,267.78,24.12,160.03,4.34,287.74,17.83,268.95,20.22,190.03,3.26,293.92,7.81,1.0,0.605,1.0,2011,8
641,08/26/2011,331.1,652.22,2670.92,3556.4,3.48,7.41,31.79,8.49,34.73,11.96,20.98,4087.69,1264.62,257.08,13.52,96.27,7.04,269.31,12.9,257.44,10.58,126.27,5.28,320.94,3.98,1.0,0.605,0.0,2011,8
642,08/27/2011,345.93,1268.09,2955.86,3498.9,3.38,7.53,32.25,8.69,36.61,10.82,23.62,4190.4,1183.93,214.5,9.45,292.11,5.18,233.72,4.95,243.47,10.26,322.11,3.88,225.83,7.11,1.0,0.605,0.0,2011,8
643,08/28/2011,213.83,1128.02,2661.48,3284.35,3.24,7.62,31.64,8.11,34.53,10.64,21.1,4003.44,1241.11,247.68,4.62,280.99,5.6,232.29,3.49,255.37,9.26,310.99,4.2,251.08,4.04,0.0,0.375,1.0,2011,8
644,08/29/2011,444.11,1660.51,2649.45,-999.0,2.9,7.99,34.3,8.63,36.04,11.66,21.08,4039.31,1324.79,270.3,15.91,244.38,11.58,255.74,4.07,252.62,18.19,274.38,8.68,214.63,5.87,0.0,0.375,0.0,2011,8
645,08/30/2011,314.25,1747.77,3083.77,-999.0,2.54,7.81,26.66,7.53,36.24,8.95,24.69,3881.15,764.88,236.56,18.85,221.31,18.18,245.83,4.01,228.7,25.14,251.31,13.63,182.01,12.9,0.0,0.375,0.0,2011,8
646,09/01/2011,0.0,330.19,4261.06,-999.0,1.41,7.7,16.95,3.98,34.36,1.95,28.89,3691.39,0.0,230.06,29.94,226.42,16.55,216.71,14.94,223.38,39.25,256.42,12.42,192.64,14.21,0.0,0.125,0.0,2011,9
647,09/02/2011,0.0,1637.69,3533.19,-999.0,1.31,7.33,18.12,4.18,33.63,2.19,28.45,3825.98,195.41,247.77,16.15,257.29,7.72,235.56,7.95,245.08,19.79,287.29,5.79,225.66,10.9,0.0,0.375,0.0,2011,9
648,09/03/2011,0.0,287.78,5128.47,-999.0,1.07,8.42,9.03,2.49,34.27,-6.39,36.93,3856.67,0.0,240.72,20.66,267.91,4.07,241.36,9.83,252.62,21.68,297.91,3.05,213.14,8.12,0.0,0.125,0.0,2011,9
649,09/04/2011,0.0,277.27,4815.07,-999.0,1.42,8.48,11.23,3.22,34.84,-3.35,33.99,3763.6,0.0,232.89,17.92,231.77,7.07,219.64,14.85,229.79,29.37,261.77,5.31,198.51,12.03,,,0.0,2011,9
650,09/05/2011,23.71,232.53,3200.18,-999.0,2.79,7.16,29.11,6.49,30.38,7.04,21.1,3450.9,295.69,231.58,32.69,238.29,15.86,237.26,24.1,236.39,48.78,268.29,11.89,217.79,24.75,0.0,0.375,0.0,2011,9
651,09/06/2011,20.98,1107.17,2286.99,-999.0,2.14,6.44,42.02,7.28,30.41,8.89,18.25,3475.85,1144.75,264.41,13.85,350.38,8.6,236.75,13.21,264.71,19.14,20.38,6.45,271.02,12.91,0.0,0.375,0.0,2011,9
652,09/07/2011,0.0,1284.78,3320.62,-999.0,1.62,6.9,25.95,5.13,31.59,3.78,23.66,3851.35,381.6,275.13,15.19,18.08,2.22,288.33,7.35,292.96,13.46,48.08,1.67,297.64,10.84,0.0,0.125,0.0,2011,9
653,09/08/2011,208.82,1382.33,2201.28,-999.0,1.81,8.09,27.07,5.72,31.09,9.69,13.45,3501.04,1299.58,267.88,14.69,18.0,5.48,241.77,14.65,256.25,15.06,48.0,4.11,252.16,9.94,0.0,0.375,0.0,2011,9
654,09/09/2011,577.61,1104.75,2563.63,3046.8,2.22,7.9,33.08,6.3,29.33,7.04,19.77,3273.86,684.5,290.59,22.18,16.5,6.01,291.39,20.73,303.16,25.48,46.5,4.51,306.9,19.2,0.0,0.375,1.0,2011,9
655,09/10/2011,236.63,905.97,2438.61,3097.7,2.4,7.27,42.01,6.7,28.93,7.15,19.59,3165.06,687.49,225.46,17.84,171.28,8.94,225.86,7.4,198.96,16.4,201.28,6.71,219.43,6.58,1.0,0.605,1.0,2011,9
656,09/11/2011,1089.74,859.33,2052.15,2247.89,2.47,7.66,52.26,8.29,27.75,9.94,16.4,3078.79,1180.21,206.42,32.17,190.31,13.4,221.23,17.04,209.65,36.64,220.31,10.05,192.59,12.34,1.0,0.605,0.0,2011,9
657,09/12/2011,1009.22,723.02,1784.11,2138.95,2.59,6.99,54.67,8.55,27.1,11.65,14.19,3052.81,1221.71,242.36,31.92,222.63,11.4,253.3,18.28,241.23,35.32,252.63,8.55,237.45,12.72,1.0,0.605,0.0,2011,9
658,09/13/2011,856.93,822.29,1467.48,2385.5,2.46,6.97,55.02,8.05,26.02,11.63,11.61,3143.57,1696.66,118.67,4.0,143.49,0.7,96.66,7.89,121.04,8.82,173.49,0.53,44.82,4.89,1.0,0.605,1.0,2011,9
659,09/14/2011,767.55,388.67,912.9,1061.6,2.61,6.13,72.27,8.71,21.22,12.73,7.21,2808.61,1954.65,10.45,9.5,61.34,11.23,39.76,7.67,48.37,19.6,91.34,8.42,354.9,12.67,1.0,0.605,2.0,2011,9
660,09/15/2011,347.85,495.41,1596.4,2497.1,2.57,6.33,60.89,8.05,25.51,9.94,12.7,3135.45,1379.21,280.28,16.97,1.77,2.41,304.38,9.28,305.71,13.81,31.77,1.8,299.42,7.24,1.0,0.605,0.0,2011,9
661,09/16/2011,826.25,658.56,1839.08,2057.17,2.74,6.72,53.57,8.29,26.19,10.41,14.63,3023.39,1158.49,263.59,30.02,238.8,17.28,294.37,12.67,264.82,30.65,268.8,12.96,228.63,13.33,0.0,0.375,1.0,2011,9
662,09/17/2011,275.69,918.28,1864.45,-999.0,2.11,6.22,45.81,7.4,26.98,9.4,14.84,3193.9,1160.53,302.64,26.75,292.15,10.19,323.52,10.69,307.18,26.35,322.15,7.64,298.88,15.46,0.0,0.125,0.0,2011,9
663,09/18/2011,0.0,717.4,2047.3,-999.0,1.91,6.64,39.2,6.34,28.51,8.56,16.28,3628.02,1512.11,282.75,11.85,307.82,5.82,277.88,4.12,290.28,11.56,337.82,4.36,279.04,9.89,0.0,0.125,0.0,2011,9
664,09/19/2011,29.79,1122.51,2524.21,-999.0,1.75,7.39,29.57,5.6,30.28,6.45,20.09,3586.82,946.01,287.35,17.73,294.8,8.41,295.51,5.03,291.4,15.7,324.8,6.31,281.15,9.83,0.0,0.125,0.0,2011,9
665,09/20/2011,156.92,1411.91,2984.18,-999.0,1.66,8.22,27.6,5.52,31.31,5.94,21.2,3537.06,485.17,334.34,2.85,347.28,3.27,49.6,3.88,21.99,5.83,17.28,2.45,302.68,1.44,0.0,0.125,0.0,2011,9
666,09/21/2011,281.07,1618.84,3326.53,4384.17,1.59,8.78,22.44,4.79,31.87,3.49,24.37,3573.38,200.93,53.4,4.96,6.66,3.75,64.24,8.41,53.58,11.53,36.66,2.81,45.95,5.36,0.0,0.375,0.0,2011,9
667,09/22/2011,0.0,1579.05,3421.24,-999.0,1.26,7.98,17.92,3.8,31.7,2.45,24.39,3545.15,48.56,106.92,18.26,71.38,4.35,109.8,11.6,101.5,20.73,101.38,3.27,136.14,8.64,0.0,0.125,0.0,2011,9
668,09/23/2011,0.0,907.32,4131.12,-999.0,0.77,7.59,14.52,3.07,31.58,-0.91,26.55,3701.94,0.0,148.38,20.56,121.01,3.73,147.66,11.37,142.71,20.78,151.01,2.79,152.93,9.31,0.0,0.375,0.0,2011,9
669,09/24/2011,28.8,222.64,3964.73,-999.0,1.6,8.65,18.46,4.22,31.2,0.31,28.46,3461.0,0.0,177.82,11.79,215.47,7.64,162.18,10.15,178.05,19.92,245.47,5.73,149.65,8.78,0.0,0.375,0.0,2011,9
670,09/25/2011,69.37,1213.59,3408.33,-999.0,2.29,8.21,25.61,5.51,30.53,4.23,23.21,3355.52,0.0,291.5,7.05,226.11,10.02,82.79,8.0,173.22,3.21,256.11,7.52,134.16,11.34,0.0,0.125,0.0,2011,9
671,09/26/2011,0.0,930.71,3066.21,-999.0,1.36,7.54,26.84,4.68,29.0,3.13,23.07,3352.39,234.11,45.31,14.71,83.67,5.56,67.51,13.79,58.52,24.73,113.67,4.17,52.12,8.02,0.0,0.125,0.0,2011,9
672,09/27/2011,0.0,209.53,3841.32,-999.0,1.53,7.02,18.62,3.71,30.6,1.13,25.01,3473.68,0.0,62.38,35.33,45.95,6.88,71.49,19.9,62.34,33.92,75.95,5.16,60.8,14.44,0.0,0.125,0.0,2011,9
673,09/28/2011,0.0,1305.14,3808.86,-999.0,1.27,7.12,19.77,4.08,31.68,1.34,25.52,3737.16,0.0,48.26,14.17,24.51,2.7,73.57,8.67,58.74,12.78,54.51,2.03,121.11,4.81,0.0,0.125,0.0,2011,9
674,09/29/2011,0.0,226.59,4009.08,-999.0,1.41,7.8,17.64,3.95,32.47,0.77,27.07,3734.65,0.0,79.24,12.72,108.46,5.03,106.14,11.76,102.21,18.55,138.46,3.78,98.48,8.58,,,0.0,2011,9
675,09/30/2011,71.03,252.43,3718.63,-999.0,2.13,8.27,22.06,4.97,31.32,2.59,25.95,3420.99,0.0,167.81,18.98,200.52,10.28,143.72,11.77,166.54,22.77,230.52,7.71,159.04,14.82,0.0,0.375,0.0,2011,9
676,10/01/2011,206.72,759.04,2488.91,2876.94,2.51,7.26,35.26,6.43,28.33,6.85,19.51,3185.99,678.11,199.01,8.16,202.08,9.03,162.02,9.09,184.92,19.66,232.08,6.77,155.75,11.56,0.0,0.375,0.0,2011,10
677,10/02/2011,274.94,1092.5,2253.96,-999.0,2.17,7.34,39.17,6.83,29.13,8.29,17.95,3256.12,859.84,252.31,14.34,238.31,9.5,215.65,6.86,227.42,19.38,268.31,7.12,179.79,5.62,0.0,0.375,0.0,2011,10
678,10/03/2011,458.41,830.62,2255.83,2835.51,2.5,7.39,37.09,6.8,28.04,8.34,17.95,3087.45,878.9,188.9,25.14,192.82,20.24,184.34,11.78,189.54,35.85,222.82,15.18,153.92,18.66,0.0,0.375,0.0,2011,10
679,10/04/2011,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,169.11,16.62,178.3,11.27,192.19,8.05,182.35,23.19,208.3,8.45,146.0,9.37,1.0,0.605,0.0,2011,10
680,10/05/2011,73.83,77.24,3300.59,-999.0,2.34,5.13,84.94,7.31,17.22,8.6,6.54,1997.59,0.0,244.11,58.49,220.43,42.35,254.49,20.59,233.39,70.21,250.43,31.76,204.75,18.84,1.0,0.605,0.0,2011,10
681,10/06/2011,233.42,305.49,1623.89,-999.0,1.13,7.67,57.79,3.88,13.22,-0.11,11.35,1399.87,0.0,236.53,27.95,273.29,11.14,243.84,17.44,252.06,36.27,303.29,8.35,229.28,15.17,,,0.0,2011,10
682,10/07/2011,0.0,184.86,1793.03,-999.0,1.41,5.94,42.32,3.65,15.85,0.69,13.45,1694.49,0.0,0.71,35.92,338.69,19.59,352.29,16.65,348.3,44.0,8.69,14.69,331.49,19.86,0.0,0.375,0.0,2011,10
683,10/08/2011,23.93,275.21,1736.01,-999.0,1.4,4.04,60.7,4.94,17.56,3.22,11.11,2012.44,138.78,346.92,53.69,8.44,16.41,322.25,22.6,338.53,47.52,38.44,12.31,343.71,35.32,0.0,0.125,0.0,2011,10
684,10/09/2011,0.0,160.42,2532.07,-999.0,1.28,5.1,42.22,3.98,18.83,1.91,13.23,2152.11,0.0,288.37,13.5,285.86,6.4,270.87,4.15,281.67,13.06,315.86,4.8,284.1,8.81,0.0,0.125,0.0,2011,10
685,10/10/2011,0.0,101.4,3785.7,-999.0,1.69,6.21,44.21,4.37,19.98,1.83,14.44,2895.04,0.0,317.54,32.66,281.94,17.17,305.16,18.7,297.16,41.96,311.94,12.88,284.8,15.94,0.0,0.125,0.0,2011,10
686,10/11/2011,0.0,120.76,2667.99,-999.0,1.63,4.79,40.53,5.35,22.6,4.8,14.94,3571.33,1105.23,329.66,44.96,327.63,24.62,320.4,24.6,321.9,58.42,357.63,18.47,298.58,23.65,0.0,0.125,0.0,2011,10
687,10/12/2011,0.0,627.09,2479.41,-999.0,1.24,6.68,38.14,5.37,23.07,4.84,14.46,3843.07,1285.37,292.78,26.09,335.78,11.91,296.92,17.06,306.34,34.62,5.78,8.93,292.55,19.57,0.0,0.125,0.0,2011,10
688,10/13/2011,0.0,165.85,4684.81,-999.0,0.99,6.67,15.3,2.77,25.13,-2.43,21.52,3680.62,0.0,280.97,27.1,295.58,12.63,285.85,16.48,286.12,34.86,325.58,9.48,258.59,17.23,0.0,0.125,0.0,2011,10
689,10/14/2011,0.0,166.64,3498.69,-999.0,1.0,7.9,18.27,3.13,27.47,1.69,19.77,3737.73,249.65,273.24,28.52,263.82,7.04,273.89,10.48,268.09,24.1,293.82,5.28,272.86,11.11,0.0,0.125,0.0,2011,10
690,10/15/2011,0.0,202.43,3523.49,-999.0,1.2,7.27,18.82,3.91,28.06,2.07,22.17,3542.75,0.0,231.42,29.79,232.35,17.25,237.07,11.77,234.03,33.83,262.35,12.94,214.03,14.79,0.0,0.125,0.0,2011,10
691,10/16/2011,0.0,155.08,2962.9,-999.0,1.52,6.42,28.67,4.5,25.85,3.41,19.75,3276.74,340.57,268.91,45.12,276.05,18.89,283.33,23.73,278.22,56.58,306.05,14.17,257.51,22.51,0.0,0.125,0.0,2011,10
692,10/17/2011,0.0,184.97,2220.88,-999.0,1.13,5.97,40.26,5.11,23.02,4.54,17.8,3885.89,1666.98,307.99,25.84,337.52,11.28,298.68,19.9,308.49,38.08,7.52,8.46,310.25,18.08,0.0,0.125,0.0,2011,10
693,10/18/2011,0.0,165.43,6563.0,-999.0,0.8,6.14,19.43,2.99,21.41,-1.8,18.51,3834.73,0.0,294.15,34.72,97.03,0.19,284.08,25.29,286.22,36.09,127.03,0.14,298.33,12.39,0.0,0.125,0.0,2011,10
694,10/19/2011,0.0,165.15,3380.22,-999.0,0.77,6.1,20.67,3.19,23.05,-2.01,22.55,3329.73,0.0,280.72,44.59,280.96,17.23,285.9,20.23,281.59,47.06,310.96,12.92,271.11,21.65,0.0,0.125,0.0,2011,10
695,10/20/2011,0.0,150.93,6657.97,-999.0,0.7,5.83,21.47,2.93,22.49,-2.05,20.46,3410.56,0.0,261.97,21.51,240.18,5.94,263.99,9.22,257.02,21.16,270.18,4.45,261.87,5.34,0.0,0.125,0.0,2011,10
696,10/21/2011,0.0,162.36,3457.92,-999.0,0.72,6.04,20.45,2.72,22.13,-2.48,21.12,3104.17,0.0,326.6,28.85,330.89,9.98,334.91,12.38,335.76,27.83,0.89,7.48,307.64,15.3,0.0,0.125,0.0,2011,10
697,10/22/2011,0.0,153.06,5822.94,-999.0,0.95,6.29,20.79,3.14,23.09,-1.5,21.81,3469.56,0.0,321.93,14.08,10.27,7.12,317.74,5.57,345.12,13.49,40.27,5.34,310.98,10.6,0.0,0.125,0.0,2011,10
698,10/23/2011,0.0,159.24,3456.21,-999.0,1.0,6.58,22.98,3.42,23.8,-1.05,20.76,3463.26,53.94,204.89,14.57,207.93,10.98,203.39,9.68,205.38,23.27,237.93,8.24,172.68,7.35,0.0,0.125,0.0,2011,10
699,10/24/2011,0.0,197.86,3231.85,-999.0,1.33,7.74,22.93,3.24,22.93,-1.15,20.89,2862.58,0.0,256.21,47.08,247.26,28.53,276.28,15.89,257.2,48.38,277.26,21.4,236.34,19.16,0.0,0.375,0.0,2011,10
700,10/25/2011,133.81,711.85,2389.69,2858.41,1.57,7.8,35.91,4.92,21.89,2.44,15.12,2542.12,188.26,257.13,55.24,239.99,26.72,276.09,15.22,254.02,48.89,269.99,20.04,227.92,19.98,,,0.0,2011,10
701,10/26/2011,0.0,88.4,2429.95,-999.0,0.75,3.77,47.29,3.16,11.83,-2.55,14.49,1412.74,0.0,340.16,35.87,19.93,28.07,315.88,24.21,346.86,48.62,49.93,21.06,329.18,33.08,0.0,0.125,0.0,2011,10
702,10/27/2011,0.0,100.09,4156.29,-999.0,0.89,5.99,26.62,1.86,13.18,-7.39,17.63,2825.03,0.0,293.17,45.2,314.97,12.65,293.02,25.52,298.31,45.9,344.97,9.48,287.42,27.79,0.0,0.125,0.0,2011,10
703,10/28/2011,0.0,122.87,5119.71,-999.0,0.96,5.79,23.37,2.4,17.0,-6.04,19.63,2871.04,0.0,274.87,27.74,263.23,8.73,268.69,16.78,267.78,29.85,293.23,6.54,268.28,16.07,0.0,0.125,0.0,2011,10
704,10/29/2011,0.0,123.82,5296.78,-999.0,0.78,6.45,21.48,2.31,18.9,-5.15,19.46,2918.22,0.0,312.12,30.7,334.76,14.2,308.89,13.52,319.61,32.11,4.76,10.65,295.47,18.08,0.0,0.125,0.0,2011,10
705,10/30/2011,0.0,141.62,5040.93,-999.0,1.05,5.99,23.77,3.04,19.79,-2.76,20.2,2982.3,0.0,252.03,20.87,258.18,7.54,259.57,14.92,257.95,27.58,288.18,5.65,250.91,12.47,0.0,0.125,0.0,2011,10
706,10/31/2011,0.0,131.91,5565.43,-999.0,0.73,6.73,21.5,2.55,20.14,-3.54,19.44,2823.84,0.0,264.63,29.56,255.15,10.44,267.24,12.81,261.19,30.73,285.15,7.83,244.86,11.86,0.0,0.125,0.0,2011,10
707,05/01/2012,0.0,560.05,2755.03,-999.0,1.55,6.19,34.63,4.95,24.57,2.21,19.23,2971.55,183.86,279.29,21.32,237.14,22.8,313.39,13.08,266.22,32.42,267.14,17.1,221.37,8.83,,,0.0,2012,5
708,05/02/2012,0.0,622.57,2541.02,-999.0,1.41,6.54,37.87,4.78,23.62,1.86,18.48,2838.24,192.0,276.01,18.31,236.04,15.43,332.01,9.68,277.95,20.12,266.04,11.57,237.07,10.57,0.0,0.125,0.0,2012,5
709,05/03/2012,0.0,628.74,2489.47,-999.0,1.52,6.06,39.49,5.02,24.43,2.44,19.25,2939.25,373.42,273.6,36.2,236.0,26.28,294.1,15.8,262.87,42.75,266.0,19.71,234.5,17.05,0.0,0.125,0.0,2012,5
710,05/04/2012,0.0,625.29,3240.67,-999.0,0.94,6.01,31.42,3.89,24.01,-0.79,22.93,2906.56,0.0,231.3,51.04,228.39,32.59,231.79,18.32,229.64,58.26,258.39,24.45,208.81,31.01,,,0.0,2012,5
711,05/05/2012,0.0,175.63,2531.35,-999.0,0.73,7.47,29.76,3.15,21.33,-1.98,20.42,2580.32,0.0,226.87,34.02,237.94,7.1,216.06,27.79,222.07,42.89,267.94,5.33,219.1,13.17,0.0,0.125,0.0,2012,5
712,05/06/2012,0.0,186.56,4300.33,-999.0,0.68,8.04,13.26,1.83,21.54,-7.71,25.05,2467.76,0.0,213.65,25.08,238.25,2.41,207.48,23.51,210.29,32.2,268.25,1.81,200.32,15.38,0.0,0.125,0.0,2012,5
713,05/07/2012,112.26,600.76,2929.77,-999.0,0.95,8.57,26.11,2.88,19.08,-4.42,21.83,2021.76,0.0,135.82,27.73,71.62,23.8,166.07,19.02,116.64,31.74,101.62,17.85,129.83,7.42,0.0,0.125,0.0,2012,5
714,05/08/2012,9.54,1043.26,3150.28,-999.0,0.99,8.41,25.06,3.22,23.91,-2.93,25.67,2625.22,0.0,64.02,28.32,61.57,14.61,79.39,12.45,66.32,33.51,91.57,10.96,57.18,10.69,0.0,0.125,0.0,2012,5
715,05/09/2012,0.0,1200.93,3705.23,-999.0,0.96,8.04,18.6,2.94,26.75,-4.54,30.28,2931.47,0.0,36.19,15.16,33.36,6.83,38.1,7.94,38.36,18.06,63.36,5.13,32.76,7.35,,,0.0,2012,5
716,05/10/2012,0.0,472.3,3473.72,-999.0,0.93,8.46,18.8,2.94,27.13,-1.83,25.47,3112.37,0.0,285.64,16.1,258.81,13.17,346.94,7.59,294.37,17.52,288.81,9.88,252.51,7.43,0.0,0.125,0.0,2012,5
717,05/11/2012,0.0,1211.11,3804.09,-999.0,0.92,8.68,18.79,3.01,27.2,-4.34,29.58,3009.27,0.0,292.42,11.46,299.56,7.12,253.84,5.08,280.57,14.53,329.56,5.34,258.96,8.31,0.0,0.125,0.0,2012,5
718,05/12/2012,0.0,277.11,3920.48,-999.0,0.68,8.7,12.0,2.04,28.08,-6.4,31.94,3020.08,0.0,298.47,30.43,296.0,12.66,306.15,14.52,301.03,33.74,326.0,9.5,286.43,16.69,,,0.0,2012,5
719,05/13/2012,0.0,916.22,4106.12,-999.0,0.49,7.63,12.35,2.07,26.96,-7.68,32.15,3173.54,0.0,313.49,25.68,0.48,19.14,289.5,15.66,323.43,32.2,30.48,14.35,301.34,21.73,0.0,0.125,0.0,2012,5
720,05/14/2012,0.0,291.22,4111.01,-999.0,0.67,8.15,13.39,2.25,28.62,-6.79,33.43,3398.16,0.0,231.14,17.82,153.0,5.76,237.77,14.35,226.41,19.08,183.0,4.32,222.29,7.8,0.0,0.125,0.0,2012,5
721,05/15/2012,0.0,1494.3,4681.02,-999.0,1.08,8.88,11.63,2.63,30.5,-6.32,32.15,3232.02,0.0,201.28,30.44,193.71,28.34,164.38,11.76,192.38,40.63,223.71,21.26,145.09,22.04,0.0,0.125,0.0,2012,5
722,05/16/2012,0.0,282.36,4393.96,-999.0,0.81,8.19,12.61,2.21,28.52,-8.26,36.04,3103.12,0.0,323.13,26.87,300.08,13.58,336.68,17.36,320.78,34.58,330.08,10.19,320.49,16.17,0.0,0.125,0.0,2012,5
723,05/17/2012,0.0,285.34,4265.09,-999.0,1.08,8.64,13.39,2.8,31.12,-4.83,34.87,3374.83,0.0,272.02,26.07,226.14,32.86,314.13,15.0,255.18,42.09,256.14,24.64,186.07,11.8,0.0,0.375,0.0,2012,5
724,05/18/2012,140.28,1082.51,3106.65,-999.0,1.29,7.94,27.41,4.04,24.28,-0.26,22.2,2529.97,0.0,304.41,42.95,309.5,16.77,302.76,19.62,304.68,43.45,339.5,12.58,306.19,25.35,0.0,0.375,0.0,2012,5
725,05/19/2012,0.0,245.63,3368.27,-999.0,0.77,6.9,21.47,2.82,25.05,-4.67,27.41,2913.02,0.0,287.13,21.87,305.41,8.58,281.71,11.03,292.23,24.1,335.41,6.44,273.26,15.64,0.0,0.125,0.0,2012,5
726,05/20/2012,0.0,282.42,5195.43,-999.0,0.92,7.59,11.64,2.27,28.91,-6.81,34.17,3407.5,0.0,243.35,13.18,235.29,2.93,218.22,7.94,226.53,12.05,265.29,2.2,227.99,8.04,0.0,0.125,0.0,2012,5
727,05/21/2012,0.0,305.85,4736.12,-999.0,0.89,8.56,11.28,2.48,31.75,-6.53,36.47,3511.86,0.0,277.49,8.42,223.38,13.6,94.81,0.54,235.34,11.28,253.38,10.2,164.63,6.54,0.0,0.125,0.0,2012,5
728,05/22/2012,0.0,305.09,4141.68,-999.0,0.97,7.35,15.75,3.27,31.38,-3.5,33.24,3718.42,0.0,285.44,37.04,261.01,24.74,320.36,19.55,288.97,44.03,291.01,18.56,257.32,19.08,0.0,0.125,0.0,2012,5
729,05/23/2012,0.0,606.08,4165.79,-999.0,0.93,4.92,20.06,3.03,26.42,-4.5,29.44,3257.86,0.0,302.1,64.19,284.44,35.11,301.51,29.46,292.86,74.84,314.44,26.33,286.37,38.87,0.0,0.125,0.0,2012,5
730,05/24/2012,0.0,224.42,3829.85,-999.0,1.0,6.29,23.55,3.1,23.99,-4.34,26.54,3027.9,0.0,252.65,49.33,233.67,30.35,263.57,19.92,249.23,56.47,263.67,22.77,233.86,23.42,0.0,0.375,0.0,2012,5
731,05/25/2012,8.37,799.06,2157.95,-999.0,1.54,5.46,48.29,6.28,23.22,5.21,17.42,2516.73,502.62,214.11,64.18,207.22,49.53,210.67,24.82,210.15,83.55,237.22,37.15,189.11,41.77,0.0,0.125,0.0,2012,5
732,05/26/2012,55.54,135.0,2108.03,-999.0,1.03,7.38,47.26,3.21,15.37,-3.83,17.18,1540.92,0.0,259.29,31.2,250.82,20.39,258.71,11.35,252.51,38.02,280.82,15.29,232.25,15.17,0.0,0.375,0.0,2012,5
733,05/27/2012,0.0,177.85,2771.57,-999.0,0.84,5.55,31.92,2.91,19.65,-4.78,22.62,2103.39,0.0,279.58,43.67,296.77,12.09,278.44,21.83,281.09,42.55,326.77,9.07,272.82,25.45,0.0,0.125,0.0,2012,5
734,05/28/2012,0.0,247.95,3806.17,-999.0,0.65,6.74,18.64,2.33,24.5,-6.18,28.02,2965.06,0.0,244.31,30.82,232.31,13.04,234.2,18.44,236.46,37.34,262.31,9.78,233.46,15.98,0.0,0.125,0.0,2012,5
735,05/29/2012,0.0,265.2,4029.82,-999.0,0.64,7.62,14.99,2.25,26.92,-7.94,32.88,3076.38,0.0,255.05,25.63,246.58,14.4,256.46,10.46,252.63,30.73,276.58,10.8,238.49,9.22,0.0,0.125,0.0,2012,5
736,05/30/2012,0.0,292.34,4295.44,-999.0,0.87,7.74,11.14,2.26,29.67,-7.3,35.14,3246.41,0.0,57.72,23.93,9.98,10.04,62.38,12.34,43.39,24.49,39.98,7.53,52.07,6.13,0.0,0.125,0.0,2012,5
737,05/31/2012,0.0,1214.13,4072.01,-999.0,1.19,7.12,15.25,3.89,32.12,-0.62,30.96,3731.56,0.0,304.62,8.48,342.97,6.05,231.34,6.38,286.9,8.87,12.97,4.53,269.46,5.73,0.0,0.125,0.0,2012,5
738,06/01/2012,0.0,1379.49,3761.23,-999.0,1.32,8.26,16.28,3.87,33.44,0.82,30.42,3692.56,0.0,176.85,14.95,225.78,15.07,140.59,5.51,199.46,16.68,255.78,11.3,158.77,10.77,0.0,0.375,0.0,2012,6
739,06/02/2012,0.0,1617.24,4477.43,-999.0,0.9,8.21,11.84,2.87,33.02,-4.36,35.73,3584.72,0.0,356.54,15.62,259.53,9.44,21.94,18.86,359.32,21.16,289.53,7.08,11.51,4.88,,,0.0,2012,6
740,06/03/2012,0.0,292.74,4586.21,-999.0,0.93,7.35,12.93,2.84,31.56,-4.66,34.61,3847.58,0.0,109.83,17.75,190.24,8.98,97.83,14.69,122.6,19.49,220.24,6.74,106.76,9.6,0.0,0.125,0.0,2012,6
741,06/04/2012,0.0,1096.0,3455.74,-999.0,1.14,6.84,22.04,4.46,30.2,0.84,25.2,3649.29,80.51,234.36,11.4,215.65,24.8,337.86,2.95,226.97,23.7,245.65,18.6,172.29,16.59,0.0,0.125,0.0,2012,6
742,06/05/2012,0.0,215.08,2649.39,-999.0,0.87,5.36,34.85,4.23,22.91,0.45,21.39,3478.08,683.41,252.57,36.36,248.0,22.35,249.71,18.08,252.77,46.05,278.0,16.76,230.26,24.08,0.0,0.125,0.0,2012,6
743,06/06/2012,0.0,268.09,5801.7,-999.0,0.99,6.43,19.96,2.62,25.0,-5.35,27.59,3208.64,0.0,260.38,31.04,246.0,16.64,235.14,18.51,245.89,42.51,276.0,12.48,231.11,19.41,0.0,0.125,0.0,2012,6
